corpus	composer	title	year	era	num	key	chroma	mode	mm	adjTempo	articRate	pitchHeight
wtc1Fugues	bach	wtc1	1722	baroque	20	A	9	minor	1	66	2.475	39.14285714
wtc1Fugues	bach	wtc1	1722	baroque	20	A	9	minor	2	66	2.475	39.71428571
wtc1Fugues	bach	wtc1	1722	baroque	20	A	9	minor	3	66	3.3	40.375
wtc1Fugues	bach	wtc1	1722	baroque	20	A	9	minor	4	66	2.75	40.93333333
wtc1Fugues	bach	wtc1	1722	baroque	20	A	9	minor	5	66	3.3	41.3
wtc1Fugues	bach	wtc1	1722	baroque	20	A	9	minor	6	66	3.575	44.34375
wtc1Fugues	bach	wtc1	1722	baroque	20	A	9	minor	7	66	4.125	45.59375
wtc1Fugues	bach	wtc1	1722	baroque	20	A	9	minor	8	66	3.3	39.52272727
wtc1Fugues	bach	wtc1	1722	baroque	21	Bb	10	Major	1	120	3.333333333	45.8
wtc1Fugues	bach	wtc1	1722	baroque	21	Bb	10	Major	2	120	6	46.58333333
wtc1Fugues	bach	wtc1	1722	baroque	21	Bb	10	Major	3	120	7.333333333	50.58333333
wtc1Fugues	bach	wtc1	1722	baroque	21	Bb	10	Major	4	120	8	52.41666667
wtc1Fugues	bach	wtc1	1722	baroque	21	Bb	10	Major	5	120	6	47.13636364
wtc1Fugues	bach	wtc1	1722	baroque	21	Bb	10	Major	6	120	6	47.45833333
wtc1Fugues	bach	wtc1	1722	baroque	21	Bb	10	Major	7	120	7.333333333	49.16666667
wtc1Fugues	bach	wtc1	1722	baroque	21	Bb	10	Major	8	120	8	49.41666667
wtc1Fugues	bach	wtc1	1722	baroque	22	Bb	10	minor	1	105	0.866666667	47.5
wtc1Fugues	bach	wtc1	1722	baroque	22	Bb	10	minor	2	105	1.3	56.66666667
wtc1Fugues	bach	wtc1	1722	baroque	22	Bb	10	minor	3	105	1.733333333	47.375
wtc1Fugues	bach	wtc1	1722	baroque	22	Bb	10	minor	4	105	2.166666667	55.21428571
wtc1Fugues	bach	wtc1	1722	baroque	22	Bb	10	minor	5	105	2.166666667	53.1875
wtc1Fugues	bach	wtc1	1722	baroque	22	Bb	10	minor	6	105	2.6	53.5625
wtc1Fugues	bach	wtc1	1722	baroque	22	Bb	10	minor	7	105	2.166666667	54.8125
wtc1Fugues	bach	wtc1	1722	baroque	22	Bb	10	minor	8	105	2.166666667	55.75
wtc1Fugues	bach	wtc1	1722	baroque	23	B	11	Major	1	60	1.75	38.42857143
wtc1Fugues	bach	wtc1	1722	baroque	23	B	11	Major	2	60	1.5	41.5
wtc1Fugues	bach	wtc1	1722	baroque	23	B	11	Major	3	60	3	40.33333333
wtc1Fugues	bach	wtc1	1722	baroque	23	B	11	Major	4	60	3	45.6875
wtc1Fugues	bach	wtc1	1722	baroque	23	B	11	Major	5	60	3	44.70454545
wtc1Fugues	bach	wtc1	1722	baroque	23	B	11	Major	6	60	3.5	48.38636364
wtc1Fugues	bach	wtc1	1722	baroque	23	B	11	Major	7	60	3.5	41.51724138
wtc1Fugues	bach	wtc1	1722	baroque	23	B	11	Major	8	60	3.5	46.68888889
wtc1Fugues	bach	wtc1	1722	baroque	24	B	11	minor	1	52	1.516666667	45.85714286
wtc1Fugues	bach	wtc1	1722	baroque	24	B	11	minor	2	52	1.733333333	48.5
wtc1Fugues	bach	wtc1	1722	baroque	24	B	11	minor	3	52	1.083333333	49
wtc1Fugues	bach	wtc1	1722	baroque	24	B	11	minor	4	52	2.816666667	45.56666667
wtc1Fugues	bach	wtc1	1722	baroque	24	B	11	minor	5	52	1.733333333	47.5
wtc1Fugues	bach	wtc1	1722	baroque	24	B	11	minor	6	52	2.6	47.1875
wtc1Fugues	bach	wtc1	1722	baroque	24	B	11	minor	7	52	2.6	50.78125
wtc1Fugues	bach	wtc1	1722	baroque	24	B	11	minor	8	52	1.733333333	52.5
wtc1Preludes	bach	wtc1	1722	baroque	1	C	0	Major	1	112	7.466666667	44.66666667
wtc1Preludes	bach	wtc1	1722	baroque	1	C	0	Major	2	112	7.466666667	44.47619048
wtc1Preludes	bach	wtc1	1722	baroque	1	C	0	Major	3	112	7.466666667	43.9047619
wtc1Preludes	bach	wtc1	1722	baroque	1	C	0	Major	4	112	7.466666667	44.66666667
wtc1Preludes	bach	wtc1	1722	baroque	1	C	0	Major	5	112	7.466666667	45.71428571
wtc1Preludes	bach	wtc1	1722	baroque	1	C	0	Major	6	112	7.466666667	43.42857143
wtc1Preludes	bach	wtc1	1722	baroque	1	C	0	Major	7	112	7.466666667	44.0952381
wtc1Preludes	bach	wtc1	1722	baroque	1	C	0	Major	8	112	7.466666667	41.80952381
wtc1Preludes	bach	wtc1	1722	baroque	2	C	0	minor	1	108	7.2	38.3125
wtc1Preludes	bach	wtc1	1722	baroque	2	C	0	minor	2	108	7.2	39.4375
wtc1Preludes	bach	wtc1	1722	baroque	2	C	0	minor	3	108	7.2	39.625
wtc1Preludes	bach	wtc1	1722	baroque	2	C	0	minor	4	108	7.2	38.75
wtc1Preludes	bach	wtc1	1722	baroque	2	C	0	minor	5	108	7.2	42.75
wtc1Preludes	bach	wtc1	1722	baroque	2	C	0	minor	6	108	7.2	40.5
wtc1Preludes	bach	wtc1	1722	baroque	2	C	0	minor	7	108	7.2	41.4375
wtc1Preludes	bach	wtc1	1722	baroque	2	C	0	minor	8	108	7.2	38.5
wtc1Preludes	bach	wtc1	1722	baroque	3	C#/Db	1	Major	1	84	8.4	43.25
wtc1Preludes	bach	wtc1	1722	baroque	3	C#/Db	1	Major	2	84	8.4	44.91666667
wtc1Preludes	bach	wtc1	1722	baroque	3	C#/Db	1	Major	3	84	8.4	46.08333333
wtc1Preludes	bach	wtc1	1722	baroque	3	C#/Db	1	Major	4	84	8.4	46.91666667
wtc1Preludes	bach	wtc1	1722	baroque	3	C#/Db	1	Major	5	84	8.4	46.08333333
wtc1Preludes	bach	wtc1	1722	baroque	3	C#/Db	1	Major	6	84	8.4	45.33333333
wtc1Preludes	bach	wtc1	1722	baroque	3	C#/Db	1	Major	7	84	8.4	44
wtc1Preludes	bach	wtc1	1722	baroque	3	C#/Db	1	Major	8	84	8.4	46.33333333
wtc1Preludes	bach	wtc1	1722	baroque	4	C#	1	minor	1	92	2.3	40.64705882
wtc1Preludes	bach	wtc1	1722	baroque	4	C#	1	minor	2	92	0.511111111	39.20833333
wtc1Preludes	bach	wtc1	1722	baroque	4	C#	1	minor	3	92	2.3	43.14814815
wtc1Preludes	bach	wtc1	1722	baroque	4	C#	1	minor	4	92	2.3	45.6
wtc1Preludes	bach	wtc1	1722	baroque	4	C#	1	minor	5	92	2.811111111	45.75
wtc1Preludes	bach	wtc1	1722	baroque	4	C#	1	minor	6	92	2.811111111	44.15909091
wtc1Preludes	bach	wtc1	1722	baroque	4	C#	1	minor	7	92	2.811111111	42.36363636
wtc1Preludes	bach	wtc1	1722	baroque	4	C#	1	minor	8	92	2.3	40.35714286
wtc1Preludes	bach	wtc1	1722	baroque	5	D	2	Major	1	132	8.8	49
wtc1Preludes	bach	wtc1	1722	baroque	5	D	2	Major	2	132	8.8	49.70833333
wtc1Preludes	bach	wtc1	1722	baroque	5	D	2	Major	3	132	8.8	48.54166667
wtc1Preludes	bach	wtc1	1722	baroque	5	D	2	Major	4	132	8.8	47
wtc1Preludes	bach	wtc1	1722	baroque	5	D	2	Major	5	132	8.8	44.70833333
wtc1Preludes	bach	wtc1	1722	baroque	5	D	2	Major	6	132	8.8	43.5
wtc1Preludes	bach	wtc1	1722	baroque	5	D	2	Major	7	132	8.8	42.25
wtc1Preludes	bach	wtc1	1722	baroque	5	D	2	Major	8	132	8.8	40.66666667
wtc1Preludes	bach	wtc1	1722	baroque	6	D	2	minor	1	78	6.65	37.13953488
wtc1Preludes	bach	wtc1	1722	baroque	6	D	2	minor	2	78	7.6	44.02083333
wtc1Preludes	bach	wtc1	1722	baroque	6	D	2	minor	3	78	7.6	44.47916667
wtc1Preludes	bach	wtc1	1722	baroque	6	D	2	minor	4	78	7.6	42.95833333
wtc1Preludes	bach	wtc1	1722	baroque	6	D	2	minor	5	78	7.6	33.83333333
wtc1Preludes	bach	wtc1	1722	baroque	6	D	2	minor	6	78	7.6	32.31111111
wtc1Preludes	bach	wtc1	1722	baroque	6	D	2	minor	7	78	7.6	33.72916667
wtc1Preludes	bach	wtc1	1722	baroque	6	D	2	minor	8	78	7.6	34.22222222
wtc1Preludes	bach	wtc1	1722	baroque	7	Eb	3	Major	1	69	4.6	40.13043478
wtc1Preludes	bach	wtc1	1722	baroque	7	Eb	3	Major	2	69	4.6	41.66666667
wtc1Preludes	bach	wtc1	1722	baroque	7	Eb	3	Major	3	69	4.6	46.55102041
wtc1Preludes	bach	wtc1	1722	baroque	7	Eb	3	Major	4	69	4.6	51.58536585
wtc1Preludes	bach	wtc1	1722	baroque	7	Eb	3	Major	5	69	4.6	48.92682927
wtc1Preludes	bach	wtc1	1722	baroque	7	Eb	3	Major	6	69	4.6	43.26470588
wtc1Preludes	bach	wtc1	1722	baroque	7	Eb	3	Major	7	69	4.6	39.34042553
wtc1Preludes	bach	wtc1	1722	baroque	7	Eb	3	Major	8	69	9.2	37.07291667
wtc1Preludes	bach	wtc1	1722	baroque	8	D#/Eb	3	minor	1	100	1.388888889	46.6969697
wtc1Preludes	bach	wtc1	1722	baroque	8	D#/Eb	3	minor	2	100	1.388888889	48.82926829
wtc1Preludes	bach	wtc1	1722	baroque	8	D#/Eb	3	minor	3	100	1.944444444	46.26829268
wtc1Preludes	bach	wtc1	1722	baroque	8	D#/Eb	3	minor	4	100	1.944444444	48.27272727
wtc1Preludes	bach	wtc1	1722	baroque	8	D#/Eb	3	minor	5	100	1.944444444	39.19130435
wtc1Preludes	bach	wtc1	1722	baroque	8	D#/Eb	3	minor	6	100	1.388888889	43.83606557
wtc1Preludes	bach	wtc1	1722	baroque	8	D#/Eb	3	minor	7	100	1.944444444	36.79439252
wtc1Preludes	bach	wtc1	1722	baroque	8	D#/Eb	3	minor	8	100	1.944444444	47.71428571
wtc1Preludes	bach	wtc1	1722	baroque	9	E	4	Major	1	138	4.6	40.75757576
wtc1Preludes	bach	wtc1	1722	baroque	9	E	4	Major	2	138	4.6	39.63888889
wtc1Preludes	bach	wtc1	1722	baroque	9	E	4	Major	3	138	4.6	47.07142857
wtc1Preludes	bach	wtc1	1722	baroque	9	E	4	Major	4	138	4.6	44.25
wtc1Preludes	bach	wtc1	1722	baroque	9	E	4	Major	5	138	4.6	43.44444444
wtc1Preludes	bach	wtc1	1722	baroque	9	E	4	Major	6	138	4.6	40.86111111
wtc1Preludes	bach	wtc1	1722	baroque	9	E	4	Major	7	138	4.6	43.72222222
wtc1Preludes	bach	wtc1	1722	baroque	9	E	4	Major	8	138	4.6	43.33333333
wtc1Preludes	bach	wtc1	1722	baroque	10	E	4	minor	1	69	4.6	46.75
wtc1Preludes	bach	wtc1	1722	baroque	10	E	4	minor	2	69	4.6	48.45
wtc1Preludes	bach	wtc1	1722	baroque	10	E	4	minor	3	69	4.6	49.175
wtc1Preludes	bach	wtc1	1722	baroque	10	E	4	minor	4	69	4.6	49.275
wtc1Preludes	bach	wtc1	1722	baroque	10	E	4	minor	5	69	4.6	48.0625
wtc1Preludes	bach	wtc1	1722	baroque	10	E	4	minor	6	69	4.6	45
wtc1Preludes	bach	wtc1	1722	baroque	10	E	4	minor	7	69	4.6	45.5375
wtc1Preludes	bach	wtc1	1722	baroque	10	E	4	minor	8	69	4.6	44.3
wtc1Preludes	bach	wtc1	1722	baroque	11	F	5	Major	1	120	8	42.43478261
wtc1Preludes	bach	wtc1	1722	baroque	11	F	5	Major	2	120	8	38.95652174
wtc1Preludes	bach	wtc1	1722	baroque	11	F	5	Major	3	120	8	39.79166667
wtc1Preludes	bach	wtc1	1722	baroque	11	F	5	Major	4	120	8	41.14583333
wtc1Preludes	bach	wtc1	1722	baroque	11	F	5	Major	5	120	8	38.72916667
wtc1Preludes	bach	wtc1	1722	baroque	11	F	5	Major	6	120	8	36.0625
wtc1Preludes	bach	wtc1	1722	baroque	11	F	5	Major	7	120	8	37.35416667
wtc1Preludes	bach	wtc1	1722	baroque	11	F	5	Major	8	120	8	40.10869565
wtc1Preludes	bach	wtc1	1722	baroque	12	F	5	minor	1	56	3.733333333	43.234375
wtc1Preludes	bach	wtc1	1722	baroque	12	F	5	minor	2	56	3.733333333	41.89655172
wtc1Preludes	bach	wtc1	1722	baroque	12	F	5	minor	3	56	3.733333333	39.75490196
wtc1Preludes	bach	wtc1	1722	baroque	12	F	5	minor	4	56	3.733333333	38.921875
wtc1Preludes	bach	wtc1	1722	baroque	12	F	5	minor	5	56	3.733333333	39.70212766
wtc1Preludes	bach	wtc1	1722	baroque	12	F	5	minor	6	56	3.733333333	37.87931034
wtc1Preludes	bach	wtc1	1722	baroque	12	F	5	minor	7	56	3.733333333	41.13793103
wtc1Preludes	bach	wtc1	1722	baroque	12	F	5	minor	8	56	3.733333333	41.62745098
wtc1Preludes	bach	wtc1	1722	baroque	13	F#/Gb	6	Major	1	78	5.2	46.88888889
wtc1Preludes	bach	wtc1	1722	baroque	13	F#/Gb	6	Major	2	78	5.2	45.33333333
wtc1Preludes	bach	wtc1	1722	baroque	13	F#/Gb	6	Major	3	78	5.2	39.83333333
wtc1Preludes	bach	wtc1	1722	baroque	13	F#/Gb	6	Major	4	78	5.2	44.04166667
wtc1Preludes	bach	wtc1	1722	baroque	13	F#/Gb	6	Major	5	78	5.633333333	45.79166667
wtc1Preludes	bach	wtc1	1722	baroque	13	F#/Gb	6	Major	6	78	5.2	45.38095238
wtc1Preludes	bach	wtc1	1722	baroque	13	F#/Gb	6	Major	7	78	5.2	47.08333333
wtc1Preludes	bach	wtc1	1722	baroque	13	F#/Gb	6	Major	8	78	4.766666667	43.08333333
wtc1Preludes	bach	wtc1	1722	baroque	14	F#	6	minor	1	108	6.3	41.18421053
wtc1Preludes	bach	wtc1	1722	baroque	14	F#	6	minor	2	108	7.2	42.61764706
wtc1Preludes	bach	wtc1	1722	baroque	14	F#	6	minor	3	108	7.2	41.65625
wtc1Preludes	bach	wtc1	1722	baroque	14	F#	6	minor	4	108	7.2	39.84375
wtc1Preludes	bach	wtc1	1722	baroque	14	F#	6	minor	5	108	7.2	37.3125
wtc1Preludes	bach	wtc1	1722	baroque	14	F#	6	minor	6	108	7.2	42.3125
wtc1Preludes	bach	wtc1	1722	baroque	14	F#	6	minor	7	108	7.2	43.46875
wtc1Preludes	bach	wtc1	1722	baroque	14	F#	6	minor	8	108	7.2	46.5625
wtc1Preludes	bach	wtc1	1722	baroque	15	G	7	Major	1	96	9.6	41.61904762
wtc1Preludes	bach	wtc1	1722	baroque	15	G	7	Major	2	96	9.6	36.0952381
wtc1Preludes	bach	wtc1	1722	baroque	15	G	7	Major	3	96	9.6	36.82051282
wtc1Preludes	bach	wtc1	1722	baroque	15	G	7	Major	4	96	9.6	36.08888889
wtc1Preludes	bach	wtc1	1722	baroque	15	G	7	Major	5	96	9.6	43.27083333
wtc1Preludes	bach	wtc1	1722	baroque	15	G	7	Major	6	96	9.6	41.61904762
wtc1Preludes	bach	wtc1	1722	baroque	15	G	7	Major	7	96	9.6	43.04166667
wtc1Preludes	bach	wtc1	1722	baroque	15	G	7	Major	8	96	9.6	43.38095238
wtc1Preludes	bach	wtc1	1722	baroque	16	G	7	minor	1	56	3.733333333	44.66666667
wtc1Preludes	bach	wtc1	1722	baroque	16	G	7	minor	2	56	4.666666667	42.84375
wtc1Preludes	bach	wtc1	1722	baroque	16	G	7	minor	3	56	3.733333333	39.125
wtc1Preludes	bach	wtc1	1722	baroque	16	G	7	minor	4	56	4.433333333	37.91666667
wtc1Preludes	bach	wtc1	1722	baroque	16	G	7	minor	5	56	4.666666667	36.9673913
wtc1Preludes	bach	wtc1	1722	baroque	16	G	7	minor	6	56	4.666666667	43.19444444
wtc1Preludes	bach	wtc1	1722	baroque	16	G	7	minor	7	56	3.733333333	50.25531915
wtc1Preludes	bach	wtc1	1722	baroque	16	G	7	minor	8	56	4.9	49.47916667
wtc1Preludes	bach	wtc1	1722	baroque	17	Ab	8	Major	1	108	4.2	43.31818182
wtc1Preludes	bach	wtc1	1722	baroque	17	Ab	8	Major	2	108	4.2	43.36363636
wtc1Preludes	bach	wtc1	1722	baroque	17	Ab	8	Major	3	108	4.2	39.3
wtc1Preludes	bach	wtc1	1722	baroque	17	Ab	8	Major	4	108	4.2	48.375
wtc1Preludes	bach	wtc1	1722	baroque	17	Ab	8	Major	5	108	4.2	49.26666667
wtc1Preludes	bach	wtc1	1722	baroque	17	Ab	8	Major	6	108	4.2	49.20833333
wtc1Preludes	bach	wtc1	1722	baroque	17	Ab	8	Major	7	108	4.2	47.38461538
wtc1Preludes	bach	wtc1	1722	baroque	17	Ab	8	Major	8	108	4.2	49.42857143
wtc1Preludes	bach	wtc1	1722	baroque	18	G#/Ab	8	minor	1	64	3.3	42.69444444
wtc1Preludes	bach	wtc1	1722	baroque	18	G#/Ab	8	minor	2	64	3.3	46.44339623
wtc1Preludes	bach	wtc1	1722	baroque	18	G#/Ab	8	minor	3	64	4.4	48.2
wtc1Preludes	bach	wtc1	1722	baroque	18	G#/Ab	8	minor	4	64	4.4	43.52777778
wtc1Preludes	bach	wtc1	1722	baroque	18	G#/Ab	8	minor	5	64	4.4	47.96153846
wtc1Preludes	bach	wtc1	1722	baroque	18	G#/Ab	8	minor	6	64	4.4	41.6
wtc1Preludes	bach	wtc1	1722	baroque	18	G#/Ab	8	minor	7	64	4.4	40.41666667
wtc1Preludes	bach	wtc1	1722	baroque	18	G#/Ab	8	minor	8	64	4.4	39.05555556
wtc1Preludes	bach	wtc1	1722	baroque	19	A	9	Major	1	84	4.55	44
wtc1Preludes	bach	wtc1	1722	baroque	19	A	9	Major	2	84	5.6	44.43181818
wtc1Preludes	bach	wtc1	1722	baroque	19	A	9	Major	3	84	5.6	41.88095238
wtc1Preludes	bach	wtc1	1722	baroque	19	A	9	Major	4	84	5.6	50.60465116
wtc1Preludes	bach	wtc1	1722	baroque	19	A	9	Major	5	84	5.6	50.36363636
wtc1Preludes	bach	wtc1	1722	baroque	19	A	9	Major	6	84	5.6	49.91304348
wtc1Preludes	bach	wtc1	1722	baroque	19	A	9	Major	7	84	5.6	49.875
wtc1Preludes	bach	wtc1	1722	baroque	19	A	9	Major	8	84	5.6	46.19047619
wtc1Preludes	bach	wtc1	1722	baroque	20	A	9	minor	1	120	5.777777778	41.86111111
wtc1Preludes	bach	wtc1	1722	baroque	20	A	9	minor	2	120	5.777777778	42.33333333
wtc1Preludes	bach	wtc1	1722	baroque	20	A	9	minor	3	120	5.777777778	44.02777778
wtc1Preludes	bach	wtc1	1722	baroque	20	A	9	minor	4	120	4.888888889	42.83333333
wtc1Preludes	bach	wtc1	1722	baroque	20	A	9	minor	5	120	7.111111111	46.58333333
wtc1Preludes	bach	wtc1	1722	baroque	20	A	9	minor	6	120	7.111111111	45.08333333
wtc1Preludes	bach	wtc1	1722	baroque	20	A	9	minor	7	120	7.111111111	47.81481481
wtc1Preludes	bach	wtc1	1722	baroque	20	A	9	minor	8	120	4.888888889	45.30769231
wtc1Preludes	bach	wtc1	1722	baroque	21	Bb	10	Major	1	76	10.13333333	40.10714286
wtc1Preludes	bach	wtc1	1722	baroque	21	Bb	10	Major	2	76	10.13333333	33.44642857
wtc1Preludes	bach	wtc1	1722	baroque	21	Bb	10	Major	3	76	10.13333333	35
wtc1Preludes	bach	wtc1	1722	baroque	21	Bb	10	Major	4	76	10.13333333	36.93181818
wtc1Preludes	bach	wtc1	1722	baroque	21	Bb	10	Major	5	76	10.13333333	33.25
wtc1Preludes	bach	wtc1	1722	baroque	21	Bb	10	Major	6	76	10.13333333	30.44642857
wtc1Preludes	bach	wtc1	1722	baroque	21	Bb	10	Major	7	76	10.13333333	34.03571429
wtc1Preludes	bach	wtc1	1722	baroque	21	Bb	10	Major	8	76	10.13333333	37.59375
wtc1Preludes	bach	wtc1	1722	baroque	22	Bb	10	minor	1	46	1.916666667	45.55882353
wtc1Preludes	bach	wtc1	1722	baroque	22	Bb	10	minor	2	46	1.916666667	47.38157895
wtc1Preludes	bach	wtc1	1722	baroque	22	Bb	10	minor	3	46	2.108333333	48.60344828
wtc1Preludes	bach	wtc1	1722	baroque	22	Bb	10	minor	4	46	2.3	49.87096774
wtc1Preludes	bach	wtc1	1722	baroque	22	Bb	10	minor	5	46	2.3	51.5625
wtc1Preludes	bach	wtc1	1722	baroque	22	Bb	10	minor	6	46	2.3	49.78125
wtc1Preludes	bach	wtc1	1722	baroque	22	Bb	10	minor	7	46	2.108333333	46.83333333
wtc1Preludes	bach	wtc1	1722	baroque	22	Bb	10	minor	8	46	1.916666667	43.875
wtc1Preludes	bach	wtc1	1722	baroque	23	B	11	Major	1	80	5.333333333	45.43478261
wtc1Preludes	bach	wtc1	1722	baroque	23	B	11	Major	2	80	5.333333333	47.84782609
wtc1Preludes	bach	wtc1	1722	baroque	23	B	11	Major	3	80	5.333333333	44.08333333
wtc1Preludes	bach	wtc1	1722	baroque	23	B	11	Major	4	80	5.333333333	42.04166667
wtc1Preludes	bach	wtc1	1722	baroque	23	B	11	Major	5	80	5.333333333	37.47916667
wtc1Preludes	bach	wtc1	1722	baroque	23	B	11	Major	6	80	5.333333333	37.625
wtc1Preludes	bach	wtc1	1722	baroque	23	B	11	Major	7	80	5.333333333	39.21276596
wtc1Preludes	bach	wtc1	1722	baroque	23	B	11	Major	8	80	5.333333333	42.27083333
wtc1Preludes	bach	wtc1	1722	baroque	24	B	11	minor	1	69	2.3	44
wtc1Preludes	bach	wtc1	1722	baroque	24	B	11	minor	2	69	2.3	47.875
wtc1Preludes	bach	wtc1	1722	baroque	24	B	11	minor	3	69	2.3	42.25
wtc1Preludes	bach	wtc1	1722	baroque	24	B	11	minor	4	69	2.3	41.625
wtc1Preludes	bach	wtc1	1722	baroque	24	B	11	minor	5	69	2.3	39.41666667
wtc1Preludes	bach	wtc1	1722	baroque	24	B	11	minor	6	69	2.3	43.41666667
wtc1Preludes	bach	wtc1	1722	baroque	24	B	11	minor	7	69	2.3	43.34090909
wtc1Preludes	bach	wtc1	1722	baroque	24	B	11	minor	8	69	2.3	43.95833333
